,MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type,Unnamed: 0,mac,vendor
5645,6c:59:40:99:92:ac,WXT,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2018-06-07 12:34:06,10,-94,55.7859765491,12.515392586199999,81.67121847760001,12.0,WIFI,2059,6c:59:40:99:92:ac,"Mercury Communication Tech Co, Ltd"
5646,f0:9f:c2:f1:de:ac,K-Net,[WPA2-EAP+FT/EAP-CCMP][ESS],2018-06-07 12:34:11,1,-91,55.785954654799994,12.515486425399999,81.9705398701,8.0,WIFI,2062,f0:9f:c2:f1:de:ac,Ubiquiti Networks Inc
5647,70:4f:57:22:57:52,Emma 5GHz,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:34:23,36,-90,55.785843214799996,12.5157119948,81.7893568658,6.0,WIFI,2076,70:4f:57:22:57:52,"TP-Link Tech Co, Ltd"
5652,00:1f:1f:2a:12:8c,DJ JOHN,[WPA2-PSK-CCMP-preauth][WPS][ESS],2018-06-07 12:34:23,1,-95,55.785843214799996,12.5157119948,81.7893568658,6.0,WIFI,2081,00:1f:1f:2a:12:8c,Edimax Tech Co Ltd
5653,50:c7:bf:8c:26:79,Kitchen E0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:34:23,11,-96,55.785843214799996,12.5157119948,81.7893568658,6.0,WIFI,2082,50:c7:bf:8c:26:79,"TP-Link Tech Co, Ltd"
5663,c0:a0:bb:e3:ec:32,The Trojans 2.4,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:34:31,11,-93,55.7857311254,12.5158605355,82.09686192390001,6.0,WIFI,2093,c0:a0:bb:e3:ec:32,D-Link International
5713,f0:9f:c2:f1:e1:33,K-Net,[WPA2-EAP+FT/EAP-CCMP][ESS],2018-06-07 12:34:39,6,-86,55.7856748921,12.5160187394,82.518861778,6.0,WIFI,2108,f0:9f:c2:f1:e1:33,Ubiquiti Networks Inc
5727,e4:6f:13:f9:4e:ec,dlink-4EEC,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:34:43,6,-95,55.7856740262,12.5160281407,82.6361594436,8.0,WIFI,2119,e4:6f:13:f9:4e:ec,D-Link International
5728,b0:39:56:0b:ae:c7,NETGEAR44-5G,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:34:48,48,-87,55.7856769009,12.5160838576,82.4410611855,8.0,WIFI,2127,b0:39:56:0b:ae:c7,Netgear
5729,74:da:38:cd:0c:79,Dacota AC1200 Router-2.4G,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:34:48,7,-88,55.7856769009,12.5160838576,82.4410611855,8.0,WIFI,2130,74:da:38:cd:0c:79,Edimax Tech Co Ltd
5734,1c:5f:2b:10:da:7c,hideyokidshideyowifi,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:34:53,11,-76,55.7856924088,12.5163927945,81.7072013243,8.0,WIFI,2140,1c:5f:2b:10:da:7c,D-Link International
5735,d4:6e:0e:6d:33:95,Frodo,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:34:53,36,-93,55.7856924088,12.5163927945,81.7072013243,8.0,WIFI,2142,d4:6e:0e:6d:33:95,"TP-Link Tech Co, Ltd"
5756,5c:d9:98:e5:4e:10,mullemor,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:34:58,6,-82,55.785860243,12.516572675,81.52700789949999,6.0,WIFI,2153,5c:d9:98:e5:4e:10,D-Link Corp
5757,34:21:09:31:fa:af,Spades,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:34:58,6,-95,55.785860243,12.516572675,81.52700789949999,6.0,WIFI,2155,34:21:09:31:fa:af,Jensen Scandinavia AS
5805,84:db:ac:3e:bb:0b,HUAWEI-BB0B,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:37:30,6,-69,55.7847300266,12.519111901099999,78.5052611311,6.0,WIFI,2215,84:db:ac:3e:bb:0b,"Huawei Tech Co, Ltd"
5812,0c:8d:db:65:83:32,1bruger2reap,[WPA2-EAP-CCMP][ESS],2018-06-07 12:37:30,11,-83,55.7847300266,12.519111901099999,78.5052611311,6.0,WIFI,2220,0c:8d:db:65:83:32,Cisco Meraki
5826,54:c9:df:1e:bc:fa,i3SYNC_5c10be87,[WPA2-PSK-CCMP][ESS],2018-06-07 12:37:35,36,-97,55.784824647200004,12.519128301099999,78.700208379,4.0,WIFI,2233,54:c9:df:1e:bc:fa,FN-Link Tech Ltd
5827,0c:8d:db:65:cf:34,1bruger2reap,[WPA2-EAP-CCMP][ESS],2018-06-07 12:37:35,6,-94,55.784824647200004,12.519128301099999,78.700208379,4.0,WIFI,2234,0c:8d:db:65:cf:34,Cisco Meraki
5875,78:4f:43:7b:4c:f2,Marco?s MacBook Pro Retina,[ESS],2018-06-07 12:39:14,11,-81,55.7846875657,12.516884521800002,82.4368419558,6.0,WIFI,2274,78:4f:43:7b:4c:f2,"Apple, Inc"
5910,a4:2b:b0:e9:f7:8c,TP-LINK_F78C_5G,[WPA2-PSK-CCMP][ESS],2018-06-07 12:39:52,44,-91,55.784951676400006,12.51599988,79.5950887842,8.0,WIFI,2284,a4:2b:b0:e9:f7:8c,"TP-Link Tech Co, Ltd"
5911,74:da:da:4a:36:b3,samd-36B3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:39:52,11,-87,55.784951676400006,12.51599988,79.5950887842,8.0,WIFI,2285,74:da:da:4a:36:b3,D-Link International
5920,80:3f:5d:5a:88:ab,WAVLINK-N,[ESS],2018-06-07 12:39:52,11,-72,55.784951676400006,12.51599988,79.5950887842,8.0,WIFI,2288,80:3f:5d:5a:88:ab,Winstars Tech Ltd
6006,34:21:09:29:c5:34,E002,[WPA2-PSK-CCMP-preauth][ESS],2018-06-07 12:39:56,6,-86,55.7849624944,12.5158318324,78.9303357717,8.0,WIFI,2302,34:21:09:29:c5:34,Jensen Scandinavia AS
6072,34:21:09:31:1b:7f,Lynx311B7F,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2018-06-07 12:39:56,1,-94,55.7849624944,12.5158318324,78.9303357717,8.0,WIFI,2310,34:21:09:31:1b:7f,Jensen Scandinavia AS
6073,b0:39:56:8b:bf:68,NETGEAR77,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:39:56,4,-95,55.7849624944,12.5158318324,78.9303357717,8.0,WIFI,2311,b0:39:56:8b:bf:68,Netgear
6074,10:7b:44:3f:5d:1c,Boba and LANgo Fett,[WPA2-PSK-CCMP][ESS],2018-06-07 12:40:00,36,-89,55.78497947140001,12.5156481042,78.3244010443,6.0,WIFI,2317,10:7b:44:3f:5d:1c,ASUSTek Computer Inc
6079,f0:9f:c2:f1:e1:96,K-Net,[WPA2-EAP+FT/EAP-CCMP][ESS],2018-06-07 12:40:00,1,-88,55.78497947140001,12.5156481042,78.3244010443,6.0,WIFI,2319,f0:9f:c2:f1:e1:96,Ubiquiti Networks Inc
6102,ec:08:6b:fe:97:27,ToxNet5,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:40:00,10,-93,55.78497947140001,12.5156481042,78.3244010443,6.0,WIFI,2324,ec:08:6b:fe:97:27,"TP-Link Tech Co, Ltd"
6103,88:d7:f6:c2:6c:c0,EYWA,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:40:00,10,-94,55.78497947140001,12.5156481042,78.3244010443,6.0,WIFI,2325,88:d7:f6:c2:6c:c0,ASUSTek Computer Inc
6104,f0:9f:c2:f1:de:5d,K-Net,[WPA2-EAP+FT/EAP-CCMP][ESS],2018-06-07 12:40:04,11,-88,55.7850380259,12.515445296400001,78.1391314624,8.0,WIFI,2335,f0:9f:c2:f1:de:5d,Ubiquiti Networks Inc
6105,f0:9f:c2:f1:e0:80,K-Net,[WPA2-EAP+FT/EAP-CCMP][ESS],2018-06-07 12:40:04,11,-88,55.7850380259,12.515445296400001,78.1391314624,8.0,WIFI,2336,f0:9f:c2:f1:e0:80,Ubiquiti Networks Inc
6106,f0:9f:c2:f1:db:64,K-Net,[WPA2-EAP+FT/EAP-CCMP][ESS],2018-06-07 12:40:04,11,-90,55.7850380259,12.515445296400001,78.1391314624,8.0,WIFI,2337,f0:9f:c2:f1:db:64,Ubiquiti Networks Inc
6123,68:a8:6d:5f:55:bf,AirPort Express Kvædevej 57,[WPA2-PSK-CCMP][ESS],2018-06-07 12:40:04,2,-95,55.7850380259,12.515445296400001,78.1391314624,8.0,WIFI,2339,68:a8:6d:5f:55:bf,"Raisecom Tech Co, Ltd"
6635,20:e5:2a:50:ba:12,OnNetworks52,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:40:17,2,-97,55.7852414564,12.5152336919,77.7945798729,6.0,WIFI,2371,20:e5:2a:50:ba:12,Netgear
6636,74:da:da:35:bc:0c,dlink-BC0A-5GHz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:40:26,44,-86,55.7851180323,12.5151801172,78.1379538873,8.0,WIFI,2377,74:da:da:35:bc:0c,D-Link International
6637,f0:9f:c2:f1:e1:2a,K-Net,[WPA2-EAP+FT/EAP-CCMP][ESS],2018-06-07 12:40:26,11,-93,55.7851180323,12.5151801172,78.1379538873,8.0,WIFI,2379,f0:9f:c2:f1:e1:2a,Ubiquiti Networks Inc
6767,38:4b:76:01:56:29,Innovationslokale,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:40:48,6,-84,55.7850470919,12.514475559200001,75.80516497560001,6.0,WIFI,2406,38:4b:76:01:56:29,Airtame ApS
6768,74:da:da:35:bd:ce,RIPCallum-5GHz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:40:48,44,-96,55.7850470919,12.514475559200001,75.80516497560001,6.0,WIFI,2407,74:da:da:35:bd:ce,D-Link International
6844,50:c7:bf:89:5b:58,E001,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:41:02,11,-97,55.78483649,12.5145439968,76.4147654544,6.0,WIFI,2437,50:c7:bf:89:5b:58,"TP-Link Tech Co, Ltd"
7241,ec:08:6b:ab:24:64,TP-LINK_2464,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:41:43,6,-80,55.78439574,12.515095698900002,78.84554964029999,4.0,WIFI,2529,ec:08:6b:ab:24:64,"TP-Link Tech Co, Ltd"
7440,b8:a3:86:4c:87:78,BrokenRouter,[WPA-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:42:45,13,-88,55.7840580436,12.514754778,80.1486876779,6.0,WIFI,2605,b8:a3:86:4c:87:78,D-Link International
7530,98:de:d0:38:90:a2,TP-LINK_90A2_5G,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:42:57,36,-89,55.783854453500005,12.5147731076,80.5522157951,6.0,WIFI,2624,98:de:d0:38:90:a2,"TP-Link Tech Co, Ltd"
7531,c8:e7:d8:d3:c4:24,MERCURY_D3C424,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-06-07 12:43:02,6,-97,55.7838456154,12.5146604263,80.72457880600001,8.0,WIFI,2628,c8:e7:d8:d3:c4:24,"Mercury Communication Tech Co, Ltd"
7553,c8:67:5e:54:29:e5,DTU Science Park Guest,[ESS],2018-06-07 12:43:10,36,-95,55.78392496520001,12.5141889973,81.0429371671,6.0,WIFI,2635,c8:67:5e:54:29:e5,"Extreme Networks, Inc"
7554,10:be:f5:d5:64:22,The Finternet - 5GHz edt.,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:43:14,36,-92,55.78396841560001,12.5140177582,81.5668433167,6.0,WIFI,2639,10:be:f5:d5:64:22,D-Link International
7614,c8:67:5e:54:2a:a4,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:43:28,44,-96,55.7838156048,12.5136403875,81.3551976525,6.0,WIFI,2668,c8:67:5e:54:2a:a4,"Extreme Networks, Inc"
7615,c8:67:5e:54:2a:a6,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:28,44,-96,55.7838156048,12.5136403875,81.3551976525,6.0,WIFI,2669,c8:67:5e:54:2a:a6,"Extreme Networks, Inc"
7616,c8:67:5e:54:93:a6,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:28,48,-97,55.7838156048,12.5136403875,81.3551976525,6.0,WIFI,2670,c8:67:5e:54:93:a6,"Extreme Networks, Inc"
7617,c8:67:5e:54:93:a4,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:43:28,48,-99,55.7838156048,12.5136403875,81.3551976525,6.0,WIFI,2671,c8:67:5e:54:93:a4,"Extreme Networks, Inc"
7622,c8:67:5e:54:2a:a5,DTU Science Park Guest,[ESS],2018-06-07 12:43:28,44,-95,55.7838156048,12.5136403875,81.3551976525,6.0,WIFI,2674,c8:67:5e:54:2a:a5,"Extreme Networks, Inc"
7623,c8:67:5e:54:93:a5,DTU Science Park Guest,[ESS],2018-06-07 12:43:28,48,-97,55.7838156048,12.5136403875,81.3551976525,6.0,WIFI,2676,c8:67:5e:54:93:a5,"Extreme Networks, Inc"
7624,c8:67:5e:54:2d:64,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:43:32,40,-92,55.7837444053,12.513653252000001,81.1184795911,8.0,WIFI,2683,c8:67:5e:54:2d:64,"Extreme Networks, Inc"
7625,c8:67:5e:54:2d:66,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:32,40,-93,55.7837444053,12.513653252000001,81.1184795911,8.0,WIFI,2685,c8:67:5e:54:2d:66,"Extreme Networks, Inc"
7626,c8:67:5e:54:a3:96,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:32,6,-89,55.7837444053,12.513653252000001,81.1184795911,8.0,WIFI,2686,c8:67:5e:54:a3:96,"Extreme Networks, Inc"
7627,c8:67:5e:54:30:96,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:32,1,-91,55.7837444053,12.513653252000001,81.1184795911,8.0,WIFI,2687,c8:67:5e:54:30:96,"Extreme Networks, Inc"
7628,c8:67:5e:54:a3:a6,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:32,48,-96,55.7837444053,12.513653252000001,81.1184795911,8.0,WIFI,2688,c8:67:5e:54:a3:a6,"Extreme Networks, Inc"
7629,c8:67:5e:54:28:14,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:43:32,11,-96,55.7837444053,12.513653252000001,81.1184795911,8.0,WIFI,2689,c8:67:5e:54:28:14,"Extreme Networks, Inc"
7634,c8:67:5e:54:28:16,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:32,11,-98,55.7837444053,12.513653252000001,81.1184795911,8.0,WIFI,2691,c8:67:5e:54:28:16,"Extreme Networks, Inc"
7635,c8:67:5e:54:2d:65,DTU Science Park Guest,[ESS],2018-06-07 12:43:32,40,-93,55.7837444053,12.513653252000001,81.1184795911,8.0,WIFI,2692,c8:67:5e:54:2d:65,"Extreme Networks, Inc"
7636,c8:67:5e:54:30:95,DTU Science Park Guest,[ESS],2018-06-07 12:43:32,1,-91,55.7837444053,12.513653252000001,81.1184795911,8.0,WIFI,2694,c8:67:5e:54:30:95,"Extreme Networks, Inc"
7637,c8:67:5e:54:28:15,DTU Science Park Guest,[ESS],2018-06-07 12:43:32,11,-96,55.7837444053,12.513653252000001,81.1184795911,8.0,WIFI,2695,c8:67:5e:54:28:15,"Extreme Networks, Inc"
7638,c8:67:5e:54:29:d6,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:36,1,-91,55.7836967821,12.513849676400001,81.29302578229999,6.0,WIFI,2704,c8:67:5e:54:29:d6,"Extreme Networks, Inc"
7639,c8:67:5e:54:2d:54,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:43:36,1,-95,55.7836967821,12.513849676400001,81.29302578229999,6.0,WIFI,2705,c8:67:5e:54:2d:54,"Extreme Networks, Inc"
7640,c8:67:5e:54:95:e6,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:40,40,-89,55.78367323689999,12.5140041211,81.6516892729,6.0,WIFI,2710,c8:67:5e:54:95:e6,"Extreme Networks, Inc"
7641,c8:67:5e:54:95:e4,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:43:40,40,-91,55.78367323689999,12.5140041211,81.6516892729,6.0,WIFI,2711,c8:67:5e:54:95:e4,"Extreme Networks, Inc"
7642,c8:67:5e:54:29:d4,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:43:40,1,-88,55.78367323689999,12.5140041211,81.6516892729,6.0,WIFI,2712,c8:67:5e:54:29:d4,"Extreme Networks, Inc"
7643,c8:67:5e:54:95:d4,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:43:40,11,-89,55.78367323689999,12.5140041211,81.6516892729,6.0,WIFI,2714,c8:67:5e:54:95:d4,"Extreme Networks, Inc"
7644,c8:67:5e:54:95:d6,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:40,11,-90,55.78367323689999,12.5140041211,81.6516892729,6.0,WIFI,2715,c8:67:5e:54:95:d6,"Extreme Networks, Inc"
7645,c8:67:5e:54:2d:a6,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:40,44,-97,55.78367323689999,12.5140041211,81.6516892729,6.0,WIFI,2717,c8:67:5e:54:2d:a6,"Extreme Networks, Inc"
7646,c8:67:5e:54:2d:96,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:43:40,11,-93,55.78367323689999,12.5140041211,81.6516892729,6.0,WIFI,2718,c8:67:5e:54:2d:96,"Extreme Networks, Inc"
7651,c8:67:5e:54:95:e5,DTU Science Park Guest,[ESS],2018-06-07 12:43:40,40,-89,55.78367323689999,12.5140041211,81.6516892729,6.0,WIFI,2720,c8:67:5e:54:95:e5,"Extreme Networks, Inc"
7652,c8:67:5e:54:29:d5,DTU Science Park Guest,[ESS],2018-06-07 12:43:40,1,-87,55.78367323689999,12.5140041211,81.6516892729,6.0,WIFI,2721,c8:67:5e:54:29:d5,"Extreme Networks, Inc"
7653,c8:67:5e:54:95:d5,DTU Science Park Guest,[ESS],2018-06-07 12:43:40,11,-89,55.78367323689999,12.5140041211,81.6516892729,6.0,WIFI,2722,c8:67:5e:54:95:d5,"Extreme Networks, Inc"
7658,c8:67:5e:54:2d:a4,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:43:56,44,-97,55.783646609899996,12.5140585923,81.0448655236,8.0,WIFI,2729,c8:67:5e:54:2d:a4,"Extreme Networks, Inc"
7659,c8:67:5e:54:2d:a5,DTU Science Park Guest,[ESS],2018-06-07 12:43:56,44,-96,55.783646609899996,12.5140585923,81.0448655236,8.0,WIFI,2730,c8:67:5e:54:2d:a5,"Extreme Networks, Inc"
7714,ec:1f:72:77:59:75,AndroidAP5975,[WPA2-PSK-CCMP][ESS][SEC80],2018-06-07 12:45:27,11,-96,55.7833057988,12.5160633173,82.7327537258,12.0,WIFI,2740,ec:1f:72:77:59:75,Samsung Electro-Mechanics(Thailand)
8148,bc:30:7e:07:e0:f1,ClickShare-9716637113,[WPA2-PSK-CCMP+TKIP][ESS],2018-06-07 12:46:55,36,-93,55.783513102,12.5176196942,81.6881075468,8.0,WIFI,2796,bc:30:7e:07:e0:f1,Wistron Neweb Corp
8287,00:11:95:3c:cc:1f,P.Knudsen,[WPA-PSK-TKIP][ESS],2018-06-07 12:50:16,10,-87,55.783208656899994,12.515119553800002,86.22385755270001,8.0,WIFI,2837,00:11:95:3c:cc:1f,D-Link Corp
8301,c8:67:5e:54:2d:56,Futurebox,[WPA2-PSK-CCMP][ESS],2018-06-07 12:51:01,1,-95,55.7835908579,12.513510162200001,83.2183582762,6.0,WIFI,2866,c8:67:5e:54:2d:56,"Extreme Networks, Inc"
8302,c8:67:5e:54:2d:55,DTU Science Park Guest,[ESS],2018-06-07 12:51:01,1,-93,55.7835908579,12.513510162200001,83.2183582762,6.0,WIFI,2868,c8:67:5e:54:2d:55,"Extreme Networks, Inc"
8315,84:38:38:62:af:72,Mrmobil,[WPA2-PSK-CCMP][ESS][SEC80],2018-06-07 12:51:22,6,-93,55.7832995138,12.5138857966,80.77646508779999,6.0,WIFI,2879,84:38:38:62:af:72,Samsung Electro-Mechanics(Thailand)
8329,38:1d:d9:82:e1:f9,i3SYNC_d3735150,[WPA2-PSK-CCMP][ESS],2018-06-07 12:51:27,48,-94,55.7832274424,12.5140900774,80.87701044970001,6.0,WIFI,2886,38:1d:d9:82:e1:f9,FN-Link Tech Ltd
8391,10:62:eb:99:0c:44,Nilotech-2.4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:51:32,10,-86,55.7831129456,12.5140159957,80.62949331,6.0,WIFI,2899,10:62:eb:99:0c:44,D-Link International
8421,d8:30:62:36:d2:75,NILT,[WPA2-PSK-CCMP][ESS],2018-06-07 12:51:35,6,-81,55.7830000086,12.5139453945,80.1970731225,8.0,WIFI,2904,d8:30:62:36:d2:75,"Apple, Inc"
8436,00:27:0d:8b:4f:4f,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:51:35,60,-97,55.7830000086,12.5139453945,80.1970731225,8.0,WIFI,2909,00:27:0d:8b:4f:4f,"Cisco Systems, Inc"
8446,00:27:0d:8b:4f:42,Internal,[WPA2-PSK-CCMP][ESS],2018-06-07 12:51:39,11,-81,55.7829238,12.51375118,80.0604483537,8.0,WIFI,2917,00:27:0d:8b:4f:42,"Cisco Systems, Inc"
8461,9c:d6:43:c7:c8:8e,ClearViewTrade-5GHz,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:51:39,36,-94,55.7829238,12.51375118,80.0604483537,8.0,WIFI,2924,9c:d6:43:c7:c8:8e,D-Link International
8501,10:be:f5:d9:d2:04,Canecto,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:51:39,1,-96,55.7829238,12.51375118,80.0604483537,8.0,WIFI,2932,10:be:f5:d9:d2:04,D-Link International
8502,00:27:0d:8b:4f:4b,DTU Science Park Guest,[ESS],2018-06-07 12:51:39,60,-96,55.7829238,12.51375118,80.0604483537,8.0,WIFI,2933,00:27:0d:8b:4f:4b,"Cisco Systems, Inc"
8503,20:4e:7f:0f:91:3a,503-5G,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:51:41,36,-82,55.7829066951,12.5136654602,79.8623381515,8.0,WIFI,2936,20:4e:7f:0f:91:3a,Netgear
8533,e4:6f:13:39:bb:b2,Aqoola,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-06-07 12:51:49,36,-84,55.7829372657,12.513274255499999,79.89673683550001,8.0,WIFI,2957,e4:6f:13:39:bb:b2,D-Link International
8640,00:27:0d:8b:4f:54,DTU Science Park Guest,[ESS],2018-06-07 12:51:49,6,-93,55.7829372657,12.513274255499999,79.89673683550001,8.0,WIFI,2963,00:27:0d:8b:4f:54,"Cisco Systems, Inc"
8649,00:27:0d:8b:4f:52,Internal,[WPA2-PSK-CCMP][ESS],2018-06-07 12:51:50,6,-94,55.7829247945,12.5132496891,79.9597776249,8.0,WIFI,2970,00:27:0d:8b:4f:52,"Cisco Systems, Inc"
8650,00:27:0d:8b:4f:50,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:51:50,6,-95,55.7829247945,12.5132496891,79.9597776249,8.0,WIFI,2971,00:27:0d:8b:4f:50,"Cisco Systems, Inc"
8667,b4:75:0e:fa:02:fd,Kantine_5GHz,[WPA2-PSK-CCMP][WPS][ESS],2018-06-07 12:51:54,36,-93,55.7828186808,12.5131381132,80.0007115505,6.0,WIFI,2977,b4:75:0e:fa:02:fd,Belkin International Inc
8677,f8:3d:ff:e8:a8:36,Durlev,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-06-07 12:51:58,8,-95,55.7827052958,12.513068280399999,79.8872830993,12.0,WIFI,2987,f8:3d:ff:e8:a8:36,"Huawei Tech Co, Ltd"
8678,00:3a:99:2b:ed:53,MFG-Mobility,[WPA2-PSK-CCMP][ESS],2018-06-07 12:52:02,11,-89,55.782575942,12.51302098,80.0054264638,6.0,WIFI,2990,00:3a:99:2b:ed:53,"Cisco Systems, Inc"
8679,a4:5d:36:43:9c:88,HP-Print-88-Officejet Pro 8600,[WPA2-PSK-CCMP][ESS],2018-06-07 12:52:02,4,-91,55.782575942,12.51302098,80.0054264638,6.0,WIFI,2992,a4:5d:36:43:9c:88,Hewlett Packard
8680,00:27:0d:8b:49:22,Internal,[WPA2-PSK-CCMP][ESS],2018-06-07 12:52:02,11,-91,55.782575942,12.51302098,80.0054264638,6.0,WIFI,2993,00:27:0d:8b:49:22,"Cisco Systems, Inc"
8722,00:27:0d:8b:49:24,DTU Science Park Guest,[ESS],2018-06-07 12:52:02,11,-88,55.782575942,12.51302098,80.0054264638,6.0,WIFI,3000,00:27:0d:8b:49:24,"Cisco Systems, Inc"
8723,00:27:0d:8b:49:2b,DTU Science Park Guest,[ESS],2018-06-07 12:52:02,36,-98,55.782575942,12.51302098,80.0054264638,6.0,WIFI,3001,00:27:0d:8b:49:2b,"Cisco Systems, Inc"
8725,00:3a:99:2b:ed:55,BLUESSO,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],2018-06-07 12:52:06,11,-85,55.782451011099994,12.5131574351,79.9218318292,6.0,WIFI,3006,00:3a:99:2b:ed:55,"Cisco Systems, Inc"
8730,00:3a:99:2b:ed:52,LM-Guest,[WPA2-PSK-CCMP][ESS],2018-06-07 12:52:06,11,-87,55.782451011099994,12.5131574351,79.9218318292,6.0,WIFI,3008,00:3a:99:2b:ed:52,"Cisco Systems, Inc"
8731,00:27:0d:8b:49:2d,Internal,[WPA2-PSK-CCMP][ESS],2018-06-07 12:52:06,36,-92,55.782451011099994,12.5131574351,79.9218318292,6.0,WIFI,3009,00:27:0d:8b:49:2d,"Cisco Systems, Inc"
8733,00:3a:99:2b:ed:51,LM-Equip,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2018-06-07 12:52:06,11,-90,55.782451011099994,12.5131574351,79.9218318292,6.0,WIFI,3012,00:3a:99:2b:ed:51,"Cisco Systems, Inc"
8749,00:27:0d:8a:eb:a2,Internal,[WPA2-PSK-CCMP][ESS],2018-06-07 12:52:56,11,-61,55.7823427829,12.512437167,81.8808722235,6.0,WIFI,3026,00:27:0d:8a:eb:a2,"Cisco Systems, Inc"
8750,00:27:0d:8a:eb:a0,DTU Science Park,[WPA2-EAP-CCMP][ESS],2018-06-07 12:52:56,11,-62,55.7823427829,12.512437167,81.8808722235,6.0,WIFI,3027,00:27:0d:8a:eb:a0,"Cisco Systems, Inc"
8822,00:27:0d:8a:eb:a4,DTU Science Park Guest,[ESS],2018-06-07 12:52:56,11,-60,55.7823427829,12.512437167,81.8808722235,6.0,WIFI,3036,00:27:0d:8a:eb:a4,"Cisco Systems, Inc"
